A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1086,-0.670604021,0.120199857,0.36261192,0.747603899,0.777548867,-2.264454118,4.17939151,bad
2398,-0.356939951,-0.727582841,0.055781956,0.712721677,2.91058714,-0.489938008,1.716681323,bad
3510,-0.815174261,-1.583965323,1.87312307,-0.339978627,1.401494186,-3.250939076,1.070209221,good
2843,-2.199386102,-0.782695666,3.135121136,-1.362509838,0.673479139,0.322644464,-4.534147649,good
3613,-1.389891028,0.861630335,-2.185817492,1.05375497,-0.172354165,1.455256064,-0.87745592,good
3576,-3.023206613,0.462444204,0.017101868,-1.346225188,1.101464221,2.257115818,-0.662106626,bad
960,1.792871307,-3.424825557,-4.087913644,0.102560494,0.122414449,2.330756511,0.914403502,good
1506,0.352827964,-0.855003209,0.468818217,2.70805782,0.53493377,-3.282426351,-0.452462829,good
3100,1.227609491,-3.674724762,1.309667169,3.549786817,1.851212567,1.417438614,0.695032573,good
2193,-2.447816326,0.824679098,0.143270373,1.478978273,1.810475947,-0.340230463,0.671943146,good
376,-1.210442904,-0.713919725,-0.40248465,2.033803971,0.533503547,1.075882717,0.329818384,bad
3336,3.101422304,-1.222490146,-2.181311384,-1.35956461,2.608299255,1.285016017,1.880348648,good
3202,0.412579946,-2.66404476,-3.881718079,2.53518474,-0.854747278,0.09722436,-2.599374036,good
642,-0.151142464,0.150734746,-0.476624112,4.326437218,-3.065631815,0.528821689,-2.130460727,bad
3632,0.622641076,0.47419001,-2.698898228,3.461244864,-3.326205696,3.719800716,-4.061398882,bad
3680,-0.584494482,0.10284819,0.305214564,-0.568384319,2.323589134,-2.502574702,2.618615143,bad
3309,-0.239188058,-0.439061706,1.352598277,0.793295966,0.958103174,-2.876156852,1.689852489,good
2765,-0.248245549,-1.328074399,-3.034864549,0.371972318,-1.285891593,2.161545932,-2.334165601,bad
1609,0.886518631,-1.382907628,-0.347120879,1.943797129,3.759754578,-2.933136212,1.384627576,good
558,-1.307688526,-1.270986511,-1.086201924,0.553726314,1.648048117,1.840484244,-2.141922762,bad
3197,0.068511772,-1.972439511,-0.014677834,-0.372102333,2.473622941,-2.943859767,5.529861296,bad
2389,1.898334792,3.304017185,0.853349209,-1.053534639,1.109547018,-1.162182741,3.306494887,good
2273,-0.580451799,0.400891004,-1.218143758,2.407946088,1.367578742,-2.275824219,2.10991205,good
2257,0.153430601,-2.911247612,-0.817713752,2.134517734,-0.827077744,0.650187965,1.815367793,bad
3226,0.380306875,0.108876671,0.838371949,0.718480356,1.400364119,-2.327666271,2.411086303,good
3363,2.580410309,-0.423082809,-0.919440811,1.972529005,1.552744666,-1.019071533,1.983451961,good
3665,1.509341662,0.870359499,-1.6121142,2.454735384,-0.423508598,-0.724339547,1.93905777,bad
3952,-0.027798756,-1.356070438,0.597771643,1.252840455,-1.418434342,2.632351799,2.000125146,good
3569,1.586819494,-0.821387709,-0.191647112,2.969261308,-3.476637725,-0.9439136,-1.447407664,bad
1029,-3.348767595,-2.208399624,2.573416951,1.359633989,0.872908539,0.62559797,-0.129697828,good
1084,0.594408142,-3.380675888,-0.87782443,0.332210609,-0.773051227,0.042164754,0.168699111,good
598,0.080970577,0.31142236,2.10226489,1.284844839,1.434369092,-3.74036848,1.05090811,bad
295,0.591232458,-0.001954662,1.195557933,1.804635255,-0.309608856,-0.344142716,2.280094899,bad
2301,2.577565777,-2.528509231,-3.644774323,1.892484953,-0.932622601,1.163782653,-2.871391746,bad
38,-1.796718509,-3.469227293,3.685436759,-0.164140623,1.32029846,1.480109529,-2.292964433,good
1938,0.770097512,-2.382820746,-3.306897649,0.374404121,1.982700619,1.93360275,2.626749321,bad
2778,2.026680693,-0.213806362,0.078929027,1.809080541,-1.355478636,-0.637072811,1.770603947,bad
848,-1.09716949,1.375531166,-0.684202183,1.990823744,2.508599359,-3.885317568,0.894076504,good
500,1.668673001,2.704020264,0.352479854,0.105849728,2.0746357,-1.685557031,3.599024519,good
794,0.440484047,0.856486822,-0.27591664,5.279085234,0.014865358,-4.071384356,-1.319501638,good
3560,0.754702846,-3.949926231,3.002987332,2.5136369,-0.005472002,2.332417583,2.453666286,good
3354,-1.794746015,-1.292449618,3.136065157,1.627105628,1.729924501,-0.066158015,-1.032193774,good
3780,0.322860929,-5.367710942,3.757702644,1.314357337,1.851937006,1.386119501,-2.202142041,good
392,0.490259358,-0.285924292,2.282679716,-0.09953192,-0.034051628,-2.245436972,2.124385261,good
385,2.316934752,-1.765646756,-3.142249372,-0.896767346,1.303792751,1.672411791,-0.964795146,good
2616,0.061756939,-0.803275831,-1.585623048,-1.01708716,1.668463696,-1.021758294,2.342807242,bad
3909,-0.209700993,-1.947621542,0.012671175,3.311492442,-2.718006977,2.12284362,-1.851003324,bad
1855,-1.670067081,1.876464913,-0.217710527,1.954178589,-1.336272724,-2.644002999,1.389061921,good
2581,0.791671987,0.139390561,-0.954993855,0.226496149,0.35924481,-0.730098277,-1.217526316,bad
2417,-0.356741809,-0.673466978,-1.597212283,1.021556162,-1.437327751,2.706066625,1.025434143,bad
3895,1.473625522,-0.395561203,-3.009928905,-0.329944666,2.118433517,0.664160929,1.139624355,good
2520,0.564069996,-2.779779628,1.799935614,3.533534541,-2.435675397,-2.803409257,-1.37216003,bad
1859,3.342037409,-2.284113032,0.110330592,1.773785974,2.405384986,-0.989197967,4.127360306,good
1478,2.509913516,0.71684476,0.7430151,0.984577608,4.0270722,-2.279605597,4.300782725,good
3370,-1.500330607,-0.904150693,1.24199596,0.398351775,3.4473747,-0.002771539,-2.383259187,bad
3633,-1.017692212,0.806514438,1.131862001,2.677221643,1.181504985,-0.972329056,2.181118542,bad
869,-0.971714995,-0.202241322,-3.069909226,-0.002042764,-0.516062475,3.160649884,-0.524903868,bad
1820,-2.012448109,2.135046306,0.608812114,2.335046425,2.475038798,-1.401075408,-1.72694203,good
3193,0.053170767,0.091995273,-0.526661359,-0.9193666,-1.425081371,-0.211383357,-0.402743899,good
2579,-1.916705428,-1.773344523,-1.270688433,0.359605912,-0.236985675,2.497780658,-2.045905812,bad
3692,-1.953106039,0.054136648,1.977852311,-0.052252992,-0.707613625,0.808005115,-1.808142083,good
2780,0.987881878,-0.517975231,-1.517746024,1.375478908,0.749637629,0.883371443,-0.792172479,bad
1999,2.415619502,-0.996883024,-3.575635885,-0.327394135,4.083034742,0.964864831,-0.319050723,bad
108,0.137097813,-3.035084729,-0.440600718,1.444977828,-3.824202947,0.85011358,-1.611571284,bad
1104,-0.494747502,0.804189688,0.324040516,0.966438874,-1.883191199,-1.003225751,1.268758457,bad
3004,-1.135602157,-0.873765875,1.304670239,0.872166111,1.667877042,-3.529170331,0.675817641,good
1247,-0.376061069,-0.944397578,-0.505210183,0.504845193,1.79934464,-0.212706483,0.624139036,bad
2410,-0.357997563,-1.005693846,-3.196444009,-0.543331418,3.02135306,3.13821902,-2.585610903,bad
2155,0.602283588,-2.205630506,-0.261152989,1.954799684,3.788698364,-2.59096555,2.892828747,good
1886,-1.596484485,-1.274306977,1.071963468,3.170016773,-4.227575327,0.469194695,0.227169191,bad
912,-0.376141097,-2.257383581,1.172807734,0.572536585,-1.032369809,2.786392233,-0.166934434,good
3641,-2.220093576,2.68953204,-1.360323088,0.375715521,1.110462901,-0.595112325,-1.917976581,good
2103,0.544928791,-2.950038214,-1.560640284,0.391411712,1.89848019,3.018338969,-3.03673955,bad
1781,2.603118161,-1.954613579,1.435782368,-0.31089449,1.320566242,-0.662860194,3.844658129,good
2673,0.927877929,-1.522497351,-0.97823647,3.204149886,-4.756731288,-1.669292761,-0.342965528,bad
1585,-0.997314636,-0.824560065,-0.226440283,-0.146039605,-2.248779595,1.862559821,0.269221416,bad
530,1.843439162,-1.801133155,3.093698905,0.869796886,-1.241769184,-1.456677989,0.489432337,bad
2828,-2.425159961,0.563413967,0.321496544,0.602147515,1.98334138,2.051550788,1.376426937,bad
3795,-0.096732525,-0.778446101,-2.20105976,2.195875295,-0.888499114,0.383811914,-0.70532865,bad
707,-0.199288647,1.212181889,-0.534498781,-0.411726336,1.231652006,-1.202446122,2.823337043,good
1246,1.920036138,-1.658976355,-0.231717694,0.953702873,5.246967751,-2.351152919,2.810378257,good
3346,0.815687537,-0.254575717,-0.123157099,1.929130323,-1.906186176,-1.007350084,-1.478188555,bad
3488,-1.669019235,-3.96971608,-2.343073081,0.689359012,3.32173765,-1.541197505,0.753544133,good
2709,-1.913584646,-0.974392261,3.150878268,1.9294069,1.215521536,0.32102325,1.599886607,bad
2435,0.95705077,-2.953469052,-1.172708707,0.068262349,1.633734443,-0.648335654,-0.575085932,good
1330,0.640770677,-0.811545361,-2.540001339,1.624781008,-1.645219237,0.406578147,-0.932557413,bad
2558,0.350762735,-2.071580562,-1.287068252,2.275608317,-2.036599748,-0.752516495,-2.343132224,bad
782,-2.268585842,-1.789799965,1.445566185,1.056595714,-2.46535745,0.691889291,-0.382318078,bad
3927,-2.012365297,-0.432218919,3.053194361,-2.544461594,0.664259393,0.657216911,-2.045779422,good
3299,1.782690714,0.02849563,0.106592074,2.472595201,-3.302578875,-0.119870931,4.046948428,bad
2761,2.37665299,0.311595955,-2.538913632,2.667336844,-0.340786183,-1.18155394,-0.058448189,bad
2655,-0.585303625,-2.347457288,0.443279128,0.643586138,-1.809371833,2.324649178,-0.426531147,bad
3838,0.222233593,-1.8483876,-3.7765588,-0.177907838,3.329203086,1.71531921,2.67598861,bad
734,-1.557356234,-1.846123803,2.114118329,0.362187895,1.571253465,0.623795348,-0.423856214,good
1610,-0.261997614,-1.733065504,0.465145364,-0.820746842,2.10288224,-2.045359366,4.622510262,bad
1753,0.184761262,-3.141016491,0.97788226,2.190711935,-0.49757596,-0.809477794,-2.814901901,bad
1132,1.533989948,-3.797470264,-0.638919511,1.761017756,-2.654441681,0.764131352,-2.403407092,bad
722,-0.720649579,-2.904340989,2.649370106,1.598382197,1.400860421,1.707681788,-0.396285908,good
63,0.455312607,-2.382895446,-0.83742965,-2.36617514,-0.276460122,0.852335249,-0.031126053,good
1482,0.00094389,1.70223388,0.443003101,1.028749632,1.505714849,-0.345828586,2.545395225,bad
1133,-1.194072842,-1.709236632,1.531268362,0.915136696,0.293435404,0.088832438,-1.294135499,bad
3552,0.455105367,-1.543566207,-2.872292136,0.202123833,-0.633656553,2.558788577,-1.935700362,bad
143,-1.081714895,-0.128446068,0.092911562,2.23528499,-0.550942521,0.300268219,0.638823121,bad
1611,-1.304767554,-0.02806019,0.887654009,1.075128324,1.434487809,1.397107141,1.58151545,bad
2243,-1.595052938,-0.664682467,-0.41832337,0.376891859,-0.02367138,0.316961692,-0.81231003,bad
2974,-1.780331548,-0.647456049,0.921313956,0.190042573,2.566731922,0.032294674,2.274141292,bad
2853,-0.760512555,0.23795763,-1.424751299,2.439841839,-4.126254889,-0.261550781,1.98565023,bad
1890,1.107300303,-0.928860719,-2.560370531,2.852874359,-0.96894183,-0.608932501,-1.203748849,bad
1161,-0.854419598,0.216672266,0.783628193,-0.093935613,1.778851464,-2.469490388,2.544447652,bad
1817,0.096121898,1.553952786,0.934921518,3.383864716,-0.229691752,-1.3285141,1.607589568,bad
743,0.848270123,-0.743180273,-1.524567061,1.043947841,0.51421072,1.169524813,-1.284494762,bad
372,-2.118078341,-2.560854822,-0.797106992,0.323211965,-0.52711028,3.086747997,-2.520334223,bad
1785,1.293642332,-2.039582224,-0.101286708,2.404675631,0.994162946,2.270176274,-0.498427512,good
1006,-0.936155999,0.300120045,-1.943790524,1.196775043,-1.966993862,-0.662338652,-0.651472669,good
1530,-0.313170015,-2.375774774,-0.550606494,2.367698655,1.464699381,-2.760225318,-1.383503368,good
3985,-0.230550165,-0.669955966,-1.896049211,0.657545411,1.843633558,0.473194498,1.461085428,bad
2173,2.069823748,-1.987112469,-2.658363796,2.204464118,0.340968413,0.276198288,1.030098094,good
1481,-1.40752161,2.415863829,-1.303114913,0.644398206,0.429835812,-2.178706149,0.308139392,good
2847,2.064117837,-4.181554606,-1.656819393,1.348299104,4.151840691,-1.150041913,-0.236998031,good
3907,-0.293773136,0.869154498,1.287190206,2.849382016,-0.395348687,-1.77450483,2.77301531,bad
1708,-2.855780853,0.559337297,1.783926357,-1.089256282,0.051906708,1.38053827,1.04606777,bad
441,-0.874152709,-2.635009936,-0.840066474,2.754217591,-4.90106902,-0.155717331,-1.290563234,bad
2022,3.733160751,-2.630307377,1.514313925,1.711900122,-1.678539879,-1.706189996,-0.510457242,bad
1872,1.220268937,-1.813114807,-2.825256849,0.593481841,2.364036453,2.256644676,-0.550468315,bad
203,-2.840872316,0.358602795,-3.130451219,-0.184855661,-0.047626658,4.057415096,-0.157130678,bad
3693,2.120291411,-1.063668331,1.514873772,0.452446875,2.315999673,-0.230587543,-0.155481559,bad
1305,-4.772980861,0.872814889,4.008526488,3.183734517,-1.402376247,-1.918002631,2.771449533,bad
2030,-4.805460859,2.313634942,0.755489388,-0.768511423,1.505760167,-1.124245389,-2.428275981,good
3467,-4.629581846,1.84244686,2.013980763,1.900180201,2.086668914,0.115892843,1.557792118,bad
3115,1.171829745,-3.135742221,-1.320855654,2.381893526,-1.079496598,-0.389709916,-0.445502635,good
2248,-1.885163654,-1.8792915,-2.436200191,-0.25342798,1.921175237,4.025957709,-2.545404117,bad
2515,2.224915764,-2.243440034,0.864767382,1.071480331,1.449131363,-1.468721719,2.603010577,good
2313,3.818402753,0.020783241,-1.556678005,-0.553346779,3.331979805,0.277485971,1.639280607,good
3605,-3.113513623,0.534318213,-0.359147815,1.460500509,2.077844049,-0.118129916,-1.141635635,good
1105,0.825969108,-0.792048053,-0.502043042,-0.562489375,0.721549216,-0.098617443,2.836815744,good
2027,3.026625103,-0.767462689,-3.016153344,-0.285969415,1.866202582,1.471523116,0.432627179,good
3007,-4.11818047,-0.231651036,2.236190904,1.49520591,1.875913134,0.036226784,3.725119774,bad
3142,2.251661897,-0.299250566,-3.06256487,1.72335758,-2.278453851,1.162821096,-0.603548753,good
1266,-2.010945208,-1.426565514,-2.334610277,1.302376408,0.142686651,3.922958823,0.01769468,bad
2197,0.905023916,-0.614958583,-0.252101135,0.612676885,2.457078051,0.052657308,-2.492708194,bad
1338,-2.385352947,-2.36724487,-1.600529747,1.851128593,1.759377024,1.508037366,-3.873112715,bad
2927,-0.14127596,-2.128509614,1.300520345,0.393948595,-0.505539817,2.69004293,0.637151688,good
2026,-1.783655783,-2.933478072,0.276863915,0.284644285,2.387229867,1.772527081,1.186414598,bad
1756,-2.160043171,-0.505209918,-1.273400685,2.283967672,0.429886097,1.64634029,1.663726188,bad
1875,-0.725286868,-1.136469159,2.66969567,0.498299799,-0.522519814,1.709943818,1.137425853,good
1898,-1.06419107,0.055564833,-0.860756943,1.717759311,-3.339802012,0.907996772,1.943418859,bad
2338,1.557779791,-3.556247763,2.209099677,1.185904198,0.982664799,1.779666477,-0.540070346,good
1428,0.723747234,0.4138458,-1.1858082,2.168187369,-0.420856453,0.351338811,1.83351112,bad
2044,-3.869670838,0.548425831,-2.411873823,-0.3381157,1.52193191,2.496692233,-2.423093249,bad
1128,-1.026338398,-0.071890632,-1.448020317,-0.333519852,1.673629351,3.022588193,-0.325436857,bad
270,0.410513623,-1.073639887,0.217295221,1.095006769,-1.446178928,2.216869264,0.727058624,good
2494,-2.23413679,-1.630199822,3.310193206,-0.785073248,1.086112461,0.695695002,-0.981738246,good
3390,2.710365885,-3.154629709,1.466312047,1.891385981,-0.477822768,2.852518549,-0.033737529,good
202,1.10364773,-3.016143154,2.019128766,1.746410622,2.761662424,-3.302013877,2.874555906,good
935,-1.904698829,-2.763748946,1.204186724,2.444800877,-0.761010968,-0.591908381,-2.350263746,bad
2979,-2.856191274,-2.552692157,-0.497950342,0.362994334,0.807355535,2.796973978,-3.253214826,bad
2810,-1.952355837,-2.334649835,1.009871062,1.460250188,1.372605121,1.579299527,0.021318706,bad
2148,0.094281584,1.041114399,-0.610460957,1.28456932,1.107153344,-2.003501488,2.872205132,bad
2046,-2.14046881,-1.472739328,-0.545664344,1.372053319,0.662564224,1.266806589,3.604772068,bad
129,-1.162845918,-1.416945478,0.440112947,2.653944392,-0.095678282,-0.95044423,3.145872884,bad
3794,-2.514741907,-1.150967215,-1.492608484,0.349839524,0.894063903,1.833297397,-2.645657128,bad
3020,-2.323340528,-2.585398763,1.307611767,1.118135737,1.429309401,-0.19873985,-3.861990488,bad
2459,1.01550103,-0.302487386,-0.046176882,-1.037176834,0.028679152,-0.713654382,-0.662878148,good
1779,-1.426836438,-2.892326756,3.119169951,1.54644751,2.53180314,0.741325051,-2.178295845,good
1285,-1.169834796,-1.054397188,-2.571268393,-0.645487584,-1.24591269,0.890230256,-3.801992201,good
465,0.860114522,-2.553857103,-0.137817542,4.25728969,-0.791552681,-2.399829141,-0.069879417,good
3128,-2.667137449,-2.424014822,3.665266986,-0.208855461,1.162848742,1.022678472,0.091921632,good
2608,-1.356045747,0.470946074,-1.195249891,1.112279503,2.172755959,0.780758163,2.00555776,bad
2917,-0.287924088,-0.075252157,0.036819636,0.33675982,-0.891504187,1.81420226,-1.684387471,good
92,-0.691713124,-2.431340292,-0.909663545,2.428320647,0.242079363,2.313575569,1.285942944,bad
3942,1.720092375,-2.285385801,0.445000382,1.092621468,0.218134453,2.803852637,0.629891589,good
753,1.402216543,-4.937309888,2.706025183,2.238135063,1.93797382,2.651331793,0.988540998,good
2908,-2.06053441,-4.255527986,5.669086632,0.970850075,0.330087838,1.532844721,-0.13201002,good
1155,-2.771410565,-1.084593023,-1.723839233,1.382400517,0.189274049,3.654687122,0.308340666,bad
3884,-1.776424095,-2.410730993,0.27858067,1.367673757,-0.299050681,1.690608271,0.856356498,bad
2434,-1.489842526,-1.990071707,1.764041148,0.58046067,2.079105366,0.359361502,-2.150778123,good
3504,-0.404798455,-0.636124161,0.06807139,-0.015310001,1.739165413,1.090845027,-1.382849117,good
2041,-4.41894622,-3.257060307,-0.880693783,-2.073271551,-1.332738442,5.917885993,-3.508051832,bad
2884,-2.055701095,-0.88682165,0.316995082,-0.099158061,2.278045336,0.575159103,0.916157533,bad
3237,-0.553682125,-3.900723508,2.999135979,1.919043877,2.033281757,1.609727498,-0.3529432,good
3532,-1.497277787,0.167397703,-0.421731488,1.385036147,2.062775629,0.220939013,-1.228239389,good
849,-3.248587388,2.638634814,0.46550767,-0.361372738,1.424206367,-1.778394318,-3.425881972,good
324,4.524771537,-0.524202989,-3.870149321,3.056191989,0.058291732,1.012686692,-1.231954325,good
2241,-1.663651228,-3.591539416,1.790161184,2.841503045,2.26001839,1.567303348,0.090837087,good
1186,0.849494925,-0.231710566,0.936645736,-0.873354652,2.426435683,-1.888175042,2.810348673,good
3779,-2.527668055,-1.44366874,-1.11415722,0.564731146,2.51756553,0.957988331,3.612062408,bad
845,-1.55343846,0.657055442,-2.956942332,-0.160108301,1.891135484,2.784584769,-0.751640827,bad
3602,0.57383796,-4.604309375,3.498755063,2.549497954,0.11755595,2.629807952,3.744711358,good
3444,-0.353194548,-2.949073284,2.293178644,3.880526412,3.054124893,0.709941597,2.608796602,good
2911,0.713085137,-3.185594049,0.603498843,-1.920696455,2.371604505,-0.898035432,1.384495608,good
1089,-0.485196417,-1.877842119,-2.113867975,1.76185163,-1.611475075,3.14897555,-3.000289432,bad
2242,-1.023914397,-0.188001819,-0.70255069,1.617376553,0.82200077,1.032570792,-0.911224331,good
1124,-4.84440481,-1.635109497,1.935689924,-1.317277191,0.573537376,1.535545214,-3.416156974,bad
2136,-1.150426728,-0.459379092,0.634940734,0.776135455,1.55747963,0.489847356,-2.073924429,good
168,2.21434852,-0.029326384,-1.643311119,3.375367909,-0.310931919,-0.733331668,1.010299062,good
2481,2.553493039,-2.578302191,-4.589803874,2.582137069,1.103382875,0.641198167,-2.475505407,good
2471,0.360315367,-1.634016238,0.579626462,1.722726658,1.168219575,-2.137873658,3.422270784,good
2767,-2.596229438,0.62915345,2.885897542,1.54810316,-1.400055584,-2.251373139,1.496261501,bad
3882,-3.200794437,1.613492755,0.498759498,2.181400834,2.592380788,-1.749473011,-1.22320905,good
3221,-1.464082644,-1.08526294,0.18652151,1.252295225,1.600383669,1.473976677,-1.336576589,good
2549,0.715230375,2.700856817,-2.780518,-1.566420399,1.023802344,0.191156274,0.186521133,good
723,1.581152669,-0.652555081,0.136983833,1.07289981,1.856107235,0.923460762,-2.343748011,good
2627,0.606504135,-1.40163755,0.591586629,2.286335458,-1.93895724,-1.264718959,-0.052342248,bad
2600,-1.75716491,-2.31129034,-1.709096244,2.053674951,-1.920119955,1.21134783,-2.556911326,bad
2210,-4.780676626,2.519171413,-3.199009274,0.0497139,-1.396157619,0.646605119,-0.525431727,bad
3902,-1.491407089,-0.242111524,1.035068389,0.624942738,0.357391778,0.521532381,-1.182859869,good
2438,-0.888894506,-3.28406226,-1.954676321,1.166088688,1.860967874,1.806807734,3.612383361,bad
724,-0.660915959,-0.443474622,1.671432856,-1.576264045,-0.472510434,1.373037521,-4.224755889,good
3215,1.575849676,-3.005397619,-1.126534128,-0.195179725,3.094803083,-0.377437955,1.704576907,good
95,1.372602617,-0.81619118,-1.138033248,1.948956568,-0.222231916,-0.561915322,1.65215817,good
2665,-1.66697223,-1.631098312,2.358814663,0.38298306,3.665320363,-0.897723351,-4.36005947,good
1109,0.778994359,-0.637063547,0.730897764,-0.062357364,1.016756745,-1.478821657,2.548896236,good
2160,0.155221377,-0.735737747,-1.377105771,3.192885018,-2.946156176,-1.046913021,-0.594522307,good
1138,-2.4691398,-0.795279218,1.931252852,3.513257988,-1.470258015,1.327658116,-1.192430581,bad
2774,1.749176832,-0.672324422,-0.639735903,-0.443876638,0.465552996,-0.323229953,0.215333082,good
1157,0.107725382,1.736155689,-0.756676824,0.161797373,-1.477467932,1.782699508,0.579767371,good
448,-2.589398833,-1.424490895,-4.390652197,0.867853308,-0.138382531,4.138384523,-2.80256109,bad
2176,-0.768129713,-2.104779279,-0.490160386,2.695262197,1.602198559,1.898814361,-1.414392056,good
322,2.646115435,-0.449973403,-4.573946451,-0.045237912,3.849044966,1.139323078,-0.488345281,bad
3388,-3.976065026,1.519029724,4.208563446,2.346196559,-1.682359749,-3.42771715,1.365203893,bad
3075,-1.942924689,-2.666441058,0.551535064,0.272452441,-2.045806745,-1.015649935,-4.813463009,bad
774,1.05884278,-0.079005564,-1.543831562,-0.550619715,0.442155252,0.086762188,0.317555935,good
3255,1.015947119,-0.755656545,-1.786810652,-0.04278171,-0.907030084,1.561819278,-0.928323609,bad
2956,0.694164172,-1.004000131,-3.455092489,0.233819931,-2.242384067,1.982474766,-1.465539339,bad
780,-0.840793436,-3.72039621,2.913149836,1.528257646,0.079635041,1.955687623,-0.539101247,good
2015,0.476744887,-2.931690827,-0.319191238,0.730416528,-2.869795993,-0.001725056,-3.048404145,bad
3663,0.100569417,0.900246265,2.325549817,-0.766839854,0.071170194,-2.250446879,2.624366428,good
1313,-2.232346534,-3.122776695,-0.050881384,1.844093064,-1.606846371,1.514639958,-2.556006369,bad
3210,-1.837120181,-0.029495946,1.403076051,1.582249104,-1.206133615,-1.79449251,3.201419042,bad
3090,-1.816202449,-4.419484591,1.372594536,-1.497221493,-1.301357488,1.843783417,-5.537818992,bad
1922,1.457466741,-0.466283976,-2.339907598,1.003581518,-1.391224328,-0.64749794,-1.618798405,bad
594,-1.263806137,0.399645379,1.686488994,0.322649272,0.43191545,-1.133985409,-0.067312574,bad
1861,0.031080427,-0.643967906,1.847419978,-1.506947344,-3.034203599,2.031735228,-0.312796419,good
2748,1.255845228,0.005443821,-0.64528722,2.248842885,-0.178882617,-1.553498766,1.475863572,good
3596,-4.007358605,-0.484425035,2.723683461,-0.280017443,2.485075121,-0.996605882,-2.101646699,good
1740,0.332102466,-2.729037671,-0.213952988,2.39289618,0.282412985,-2.144786881,-0.154609697,good
3648,-0.721063355,-0.848216366,-0.70666115,0.802175979,-0.381319625,-0.545139919,2.069509514,bad
483,0.481432072,-3.028141906,-1.226663007,2.706391965,-0.004012364,-1.45507945,0.744692034,good
2954,1.799464848,-1.364421423,-2.53351381,0.160649853,-1.398444131,1.679530599,0.411447337,good
119,-0.591987065,-2.618652027,-1.073478951,1.114681034,-2.536374537,1.75475805,-1.660639485,bad
3729,-3.437177757,-1.405760077,2.515929794,3.015666233,3.270542649,-1.040078983,0.474794991,good
1277,0.658433094,-4.707898013,3.752267343,2.719399319,1.210549273,2.382507534,2.008429932,good
3175,2.474217748,-1.652325149,-2.023091956,3.127407667,1.851059017,-1.063566604,0.518813987,good
1874,-4.853268227,-2.793570585,0.327410962,1.266214174,0.385904439,4.801720338,0.284448495,bad
3973,5.865860535,-6.010559195,0.246080599,4.507715479,-1.041609382,5.309622223,3.285412981,good
1896,-2.72714668,-0.44895901,-0.198944468,0.39950337,2.692264477,0.666869346,0.685408528,bad
3061,-0.828269298,-0.934683129,1.727538999,1.04027539,1.970687196,0.529514361,0.062215535,good
2567,-3.807731577,2.309319428,-2.20367471,-2.592027885,0.670451836,3.466577803,-0.021751811,bad
2018,-1.557786409,-1.471138953,-1.669224586,0.306207078,2.125749174,3.335779504,-0.649064514,bad
2507,-5.611043907,-0.344937211,4.425245767,-2.054761838,1.751755765,-0.490479762,-1.793667469,good
3685,0.470831799,-1.473399053,-0.297608983,1.097209351,-1.543419789,-0.705121171,-0.035106956,good
2800,-1.753453784,0.629234835,-2.169275936,0.764851997,-2.370737863,1.337090744,0.624239782,bad
2246,-3.313885981,1.260442573,-0.621122397,2.027986009,0.197601923,2.643055659,-2.602720262,bad
1985,-1.94241768,-2.252908158,2.652565522,1.338927362,0.105913933,1.463175231,1.454577903,good
3441,2.075256662,-3.401850097,0.605650469,1.938238152,-3.454098722,0.419333481,-0.598258687,bad
2191,2.808188683,-1.000027757,-1.398065291,0.684466748,2.944581007,-0.606885097,1.560880955,good
1265,2.186339974,-3.293704363,1.588691737,1.505508212,3.936304874,-3.002240753,2.657543409,good
2932,-3.253768117,3.522322241,-1.88561802,-0.162816157,-1.713751688,-1.54848462,-0.190202595,good
2606,-4.103053877,-1.490509462,-0.335211316,-1.590208284,0.767232689,4.164601849,-2.309132459,bad
2364,0.507763126,-1.522654059,-0.585707825,1.680467214,-0.628317574,-0.934870838,1.078184946,good
3955,-4.960450671,0.699910542,2.862231639,-3.674746202,-0.028948556,0.194216569,-3.726145619,good
1789,-2.073199792,0.370725342,0.777676698,2.707973045,2.997236992,-1.189757982,-0.803958746,good
457,-1.210003555,-2.270447735,-0.879412219,1.409105891,-4.924983202,1.131312427,-0.837065778,bad
2351,1.254202064,0.620343539,-0.987542059,2.381111335,0.657659364,-1.376908057,2.114409958,good
1360,-4.773874748,-1.035044745,-0.469371164,1.979014437,-1.245770838,3.65574391,0.810334873,bad
1244,-2.134249264,-4.316107365,3.24381243,1.289540401,1.392813726,1.418498995,-0.393146676,good
268,-1.552466494,-1.353629812,0.298420776,-0.168358839,0.833207548,3.279510221,-0.153170021,bad
2108,-0.999039073,-1.540049412,2.157181236,1.558691565,0.678530472,0.748516402,-1.356950956,good
2799,0.10105216,-1.292082993,0.417547469,-0.14702359,-0.97054486,2.924056759,0.884102443,good
1803,-0.422640191,-2.981419229,0.406089489,1.85145783,-0.510655502,1.419849699,-1.339717006,bad
2988,3.481999667,-1.924882251,-0.710062507,1.854320847,7.148501831,-2.243854771,3.812018328,good
1947,3.710401867,-3.067326329,-3.067985635,1.92886455,1.906900786,1.027754946,1.385611637,good
1204,-1.423881415,-1.866378319,1.357553122,1.830047321,3.360871926,-0.07231072,-2.371781666,good
1666,-2.136025711,-0.333469256,0.332259225,1.535165591,1.590917482,1.204228027,3.03179765,good
23,0.135714199,-0.753756857,-2.196146456,1.039276088,0.580537553,0.227308777,2.086618541,bad
